perfume_name,brand_value,main_accord1,main_accord2,main_accord3,season,longevity,rating,voters_num,main_accord1_ratio,main_accord2_ratio,main_accord3_ratio
Sorrento,normal,CITRUSSMELLS,WOODSANDMOSSES,FRUITSVEGETABLESANDNUTS,summer,moderate,2,2,0.46,0.28,0.25
Dream Me!,normal,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,SPICES,summer,weak,3.66,47,0.38,0.31,0.31
Be My Valentine,normal,FLOWERS,WOODSANDMOSSES,FRUITSVEGETABLESANDNUTS,fall,moderate,3.34,32,0.36,0.36,0.28
Enjoy Me!,normal,SPICES,FLOWERS,WOODSANDMOSSES,winter,weak,3.46,13,0.35,0.34,0.32
Fun Me!,normal,SWEETSANDGOURMANDSMELLS,SPICES,FRUITSVEGETABLESANDNUTS,summer,weak,3.38,16,0.38,0.31,0.31
Look at Me!,normal,FRUITSVEGETABLESANDNUTS,SPICES,SWEETSANDGOURMANDSMELLS,fall,moderate,3.79,39,0.4,0.33,0.28
Rock Me!,normal,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,FLOWERS,spring,moderate,3.43,21,0.43,0.31,0.26
Taste Me!,normal,SPICES,SPICES,SWEETSANDGOURMANDSMELLS,fall,moderate,3.64,36,0.37,0.33,0.3
Touch Me!,normal,SPICES,GREENSHERBSANDFOUGERES,GREENSHERBSANDFOUGERES,summer,weak,3.47,17,0.36,0.33,0.31
01 Divina,normal,WOODSANDMOSSES,FLOWERS,SPICES,fall,moderate,3.89,19,0.38,0.33,0.29
02 Fioraie,normal,FRUITSVEGETABLESANDNUTS,MUSKAMBERANIMALICSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,moderate,3.38,13,0.35,0.34,0.3
03 Fortuna,normal,SPICES,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,long_lasting,4.03,37,0.35,0.33,0.32
04 In Amore,normal,SPICES,WOODSANDMOSSES,WHITEFLOWERS,fall,moderate,3.84,25,0.35,0.35,0.31
05 Terra,normal,MUSKAMBERANIMALICSMELLS,SPICES,RESINSANDBALSAMS,fall,long_lasting,4.05,39,0.42,0.32,0.26
06 Vita,normal,SPICES,MUSKAMBERANIMALICSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,very_weak,3.19,21,0.38,0.32,0.31
07 Intesa,normal,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,FLOWERS,fall,moderate,4,18,0.44,0.29,0.27
08 Per Sempre,normal,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,SPICES,winter,moderate,3.4,10,0.41,0.33,0.25
09 Tesoro Mio,normal,MUSKAMBERANIMALICSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,FLOWERS,spring,moderate,4,12,0.39,0.35,0.27
10 Bellezza,normal,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,MUSKAMBERANIMALICSMELLS,spring,moderate,4.11,9,0.41,0.33,0.26
Mon Fils A Moi,normal,SWEETSANDGOURMANDSMELLS,MUSKAMBERANIMALICSMELLS,SPICES,spring,weak,4,3,0.43,0.3,0.28
Youth Elixir,normal,CITRUSSMELLS,WHITEFLOWERS,WOODSANDMOSSES,spring,moderate,4.14,7,0.46,0.29,0.25
50 Shades Of You,normal,GREENSHERBSANDFOUGERES,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,long_lasting,3.71,14,0.43,0.33,0.24
Boudoir Noir,normal,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,SPICES,winter,eternal,4.17,12,0.41,0.3,0.29
El Secreto de Sus Ojos,normal,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,FRUITSVEGETABLESANDNUTS,winter,eternal,3.92,13,0.44,0.29,0.27
Good Morning,normal,GREENSHERBSANDFOUGERES,SPICES,WOODSANDMOSSES,spring,moderate,4.09,11,0.37,0.33,0.3
Le Bois de Boulogne,normal,WOODSANDMOSSES,SPICES,GREENSHERBSANDFOUGERES,spring,eternal,3.8,10,0.36,0.33,0.31
Mexicana de Vanilla,normal,SWEETSANDGOURMANDSMELLS,WOODSANDMOSSES,SPICES,winter,eternal,3.6,20,0.46,0.28,0.26
Quantum of Solace,normal,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,SPICES,winter,long_lasting,3.36,11,0.37,0.32,0.31
Silver Olibanum,normal,SPICES,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,fall,very_weak,3.33,6,0.37,0.35,0.27
Vicky Cristina Barcelona,normal,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,winter,eternal,3.31,13,0.34,0.33,0.33
Witch,normal,WOODSANDMOSSES,SPICES,MUSKAMBERANIMALICSMELLS,fall,eternal,3.89,19,0.42,0.31,0.27
Bergamot Sorbet (Бергамотовый Сорбе),normal,CITRUSSMELLS,SPICES,GREENSHERBSANDFOUGERES,summer,long_lasting,3.5,2,0.46,0.3,0.24
Grapefruit Sorbet (Грейпфрутовый Сорбе),normal,CITRUSSMELLS,SPICES,GREENSHERBSANDFOUGERES,summer,weak,4,4,0.44,0.29,0.27
Lemon Sorbet (Лимонный Сорбе),normal,CITRUSSMELLS,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,winter,weak,3.67,3,0.4,0.32,0.28
Macadamia Sorbet (Сорбе из Макадамии),normal,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,FRUITSVEGETABLESANDNUTS,winter,moderate,3.8,5,0.43,0.32,0.25
Mango Sorbet (Манговый Сорбе),normal,FRUITSVEGETABLESANDNUTS,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,summer,moderate,4.5,8,0.44,0.28,0.27
Orange Sorbet (Апельсиновый Сорбе),normal,CITRUSSMELLS,GREENSHERBSANDFOUGERES,SPICES,winter,moderate,3.4,5,0.43,0.3,0.27
Passion Fruit Sorbet (Сорбе из Маракуйи),normal,FRUITSVEGETABLESANDNUTS,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,summer,moderate,4.2,5,0.37,0.33,0.3
Pear Sorbet (Грушевый Сорбе),normal,FRUITSVEGETABLESANDNUTS,FLOWERS,SWEETSANDGOURMANDSMELLS,spring,moderate,4.33,3,0.37,0.35,0.28
Pineapple Sorbet (Ананасовый Сорбе),normal,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,SWEETSANDGOURMANDSMELLS,spring,moderate,3.88,8,0.34,0.34,0.32
Pomegranate Sorbet (Гранатовый Сорбе),normal,GREENSHERBSANDFOUGERES,RESINSANDBALSAMS,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,moderate,4.25,4,0.37,0.33,0.3
Tangerine Sorbet (Мандариновый Сорбе),normal,CITRUSSMELLS,GREENSHERBSANDFOUGERES,WHITEFLOWERS,winter,long_lasting,5,2,0.41,0.31,0.28
Agua de Pasion Вода Страсти,normal,WOODSANDMOSSES,SPICES,FRUITSVEGETABLESANDNUTS,summer,moderate,3.5,4,0.34,0.33,0.33
Agua del Sol Солнечная Вода,normal,WHITEFLOWERS,SWEETSANDGOURMANDSMELLS,CITRUSSMELLS,spring,weak,4,3,0.37,0.35,0.28
Un Million Миллион,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,NATURALANDSYNTHETICPOPULARANDWEIRD,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,moderate,4.5,2,0.36,0.34,0.29
Oriental Forest,normal,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,CITRUSSMELLS,summer,weak,4,1,0.41,0.32,0.27
Advent,normal,SWEETSANDGOURMANDSMELLS,SPICES,SPICES,winter,long_lasting,4.4,5,0.4,0.31,0.29
Ailes de Papillon,normal,GREENSHERBSANDFOUGERES,WHITEFLOWERS,SWEETSANDGOURMANDSMELLS,spring,moderate,4.3,10,0.46,0.28,0.27
Apres la Pluie,normal,MUSKAMBERANIMALICSMELLS,GREENSHERBSANDFOUGERES,FLOWERS,summer,weak,4.08,12,0.34,0.34,0.32
Avril,normal,GREENSHERBSANDFOUGERES,FLOWERS,WHITEFLOWERS,spring,moderate,4.35,17,0.41,0.3,0.29
Fraise Sauvage,normal,FRUITSVEGETABLESANDNUTS,GREENSHERBSANDFOUGERES,SWEETSANDGOURMANDSMELLS,spring,long_lasting,4.64,11,0.36,0.35,0.28
Jardins Fleuris,normal,FLOWERS,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,long_lasting,4.5,4,0.37,0.35,0.28
Juin,normal,WHITEFLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,FLOWERS,spring,very_weak,4.62,8,0.36,0.34,0.31
La Lune,normal,GREENSHERBSANDFOUGERES,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,very_weak,4.86,7,0.39,0.31,0.29
La Neige,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,FLOWERS,GREENSHERBSANDFOUGERES,spring,moderate,4.33,9,0.43,0.3,0.27
Mandarine et Herbs,normal,CITRUSSMELLS,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,very_weak,4.64,11,0.5,0.28,0.23
Mariee,normal,WHITEFLOWERS,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,winter,weak,4.43,7,0.49,0.27,0.24
Narciss,normal,GREENSHERBSANDFOUGERES,FLOWERS,WHITEFLOWERS,spring,very_weak,4.4,20,0.43,0.32,0.25
Nuage d'or,normal,SPICES,MUSKAMBERANIMALICSMELLS,SWEETSANDGOURMANDSMELLS,winter,moderate,5,5,0.37,0.32,0.31
Reves Roses,normal,FLOWERS,FRUITSVEGETABLESANDNUTS,FLOWERS,summer,weak,4.4,5,0.38,0.32,0.3
Soleil Noir,normal,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,SPICES,winter,moderate,4.2,10,0.39,0.33,0.28
Tulipe Rouge,normal,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,GREENSHERBSANDFOUGERES,spring,moderate,4.24,21,0.39,0.33,0.28
Wisteria,normal,FLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,CITRUSSMELLS,spring,weak,4.31,13,0.39,0.31,0.29
Brut Rose,normal,FRUITSVEGETABLESANDNUTS,FLOWERS,FLOWERS,summer,weak,3.6,5,0.37,0.36,0.27
Pinkest Pink,normal,FRUITSVEGETABLESANDNUTS,FLOWERS,WOODSANDMOSSES,spring,moderate,4,2,0.33,0.33,0.33
Ruby Chocolate,normal,SWEETSANDGOURMANDSMELLS,MUSKAMBERANIMALICSMELLS,SWEETSANDGOURMANDSMELLS,spring,very_weak,3.8,5,0.44,0.32,0.23
Ambra Bombeza,normal,MUSKAMBERANIMALICSMELLS,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,long_lasting,5,2,0.4,0.31,0.3
Imperator,normal,MUSKAMBERANIMALICSMELLS,MUSKAMBERANIMALICSMELLS,RESINSANDBALSAMS,fall,eternal,4,4,0.4,0.32,0.28
Monpasie,normal,SWEETSANDGOURMANDSMELLS,CITRUSSMELLS,FRUITSVEGETABLESANDNUTS,summer,moderate,4.4,10,0.44,0.29,0.27
O'da Vanille,normal,WOODSANDMOSSES,SPICES,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,long_lasting,4,4,0.49,0.29,0.23
Pachundra,normal,WOODSANDMOSSES,CITRUSSMELLS,WOODSANDMOSSES,fall,long_lasting,5,1,0.36,0.32,0.31
Santar,normal,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,FRUITSVEGETABLESANDNUTS,fall,long_lasting,4.56,9,0.45,0.28,0.27
Shadow Sense,normal,MUSKAMBERANIMALICSMELLS,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,winter,eternal,5,2,0.37,0.32,0.31
SHELMA,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,summer,very_weak,4,12,0.39,0.33,0.28
Soft Vetiver,normal,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,GREENSHERBSANDFOUGERES,fall,long_lasting,3.4,5,0.43,0.29,0.28
Tabachcha,normal,SWEETSANDGOURMANDSMELLS,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,winter,eternal,4.38,8,0.37,0.34,0.29
El Primer Deseo,normal,WOODSANDMOSSES,SPICES,CITRUSSMELLS,spring,long_lasting,3.24,17,0.34,0.34,0.32
Superior Morion,normal,WOODSANDMOSSES,SPICES,SPICES,winter,long_lasting,4.4,5,0.37,0.36,0.27
Tear You Apart,normal,SPICES,WOODSANDMOSSES,BEVERAGES,winter,moderate,4.37,19,0.38,0.33,0.29
Tear You Apart Extrait,normal,SWEETSANDGOURMANDSMELLS,GREENSHERBSANDFOUGERES,SPICES,winter,long_lasting,4.17,6,0.37,0.32,0.31
Aloha!,normal,SWEETSANDGOURMANDSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,long_lasting,4.5,4,0.39,0.31,0.3
Hakuna Matata!,normal,MUSKAMBERANIMALICSMELLS,FRUITSVEGETABLESANDNUTS,CITRUSSMELLS,winter,weak,4,1,0.37,0.33,0.3
Kalimera!,normal,CITRUSSMELLS,SPICES,GREENSHERBSANDFOUGERES,winter,eternal,4.4,5,0.38,0.34,0.29
Namaste!,normal,CITRUSSMELLS,GREENSHERBSANDFOUGERES,SPICES,summer,moderate,4,4,0.41,0.32,0.27
Ola!,normal,GREENSHERBSANDFOUGERES,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,summer,moderate,4.6,5,0.45,0.3,0.24
Salam!,normal,FLOWERS,CITRUSSMELLS,SPICES,winter,weak,4,3,0.36,0.33,0.32
Shalom!,normal,SPICES,MUSKAMBERANIMALICSMELLS,CITRUSSMELLS,spring,eternal,4.17,6,0.37,0.35,0.27
Hedonic Cocoa,normal,CITRUSSMELLS,WHITEFLOWERS,SPICES,winter,weak,4.5,2,0.37,0.35,0.28
Linden Tea,normal,SPICES,MUSKAMBERANIMALICSMELLS,GREENSHERBSANDFOUGERES,spring,eternal,5,2,0.36,0.32,0.32
I Fleurie,normal,CITRUSSMELLS,SPICES,SWEETSANDGOURMANDSMELLS,summer,moderate,4,1,0.48,0.28,0.25
II Conquerant,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,CITRUSSMELLS,GREENSHERBSANDFOUGERES,winter,weak,4,4,0.36,0.35,0.29
III Confiante,normal,CITRUSSMELLS,FRUITSVEGETABLESANDNUTS,FRUITSVEGETABLESANDNUTS,winter,weak,3.6,5,0.4,0.31,0.29
III Imperieux,normal,SPICES,GREENSHERBSANDFOUGERES,CITRUSSMELLS,winter,moderate,3.5,4,0.35,0.33,0.32
Classic City,normal,SWEETSANDGOURMANDSMELLS,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,winter,weak,3,2,0.37,0.36,0.27
Executive Nouvelle Formule,normal,FLOWERS,WOODSANDMOSSES,FRUITSVEGETABLESANDNUTS,fall,moderate,4.4,5,0.38,0.33,0.29
Sport,normal,CITRUSSMELLS,WOODSANDMOSSES,SPICES,fall,moderate,4,2,0.37,0.32,0.31
Sport Aviator,normal,CITRUSSMELLS,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,moderate,4,1,0.38,0.32,0.3
Sport Nouvelle Formule,normal,CITRUSSMELLS,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,spring,weak,3.33,3,0.37,0.36,0.27
Нейлон Nylon,normal,BEVERAGES,WOODSANDMOSSES,FRUITSVEGETABLESANDNUTS,summer,moderate,3.6,20,0.35,0.33,0.32
Пепел Ash,normal,SPICES,GREENSHERBSANDFOUGERES,GREENSHERBSANDFOUGERES,fall,moderate,3.64,22,0.44,0.29,0.27
Пыльца Pollen,normal,SWEETSANDGOURMANDSMELLS,SPICES,CITRUSSMELLS,summer,long_lasting,3.8,5,0.44,0.31,0.25
Ритм Rhythm,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,GREENSHERBSANDFOUGERES,GREENSHERBSANDFOUGERES,spring,moderate,3.67,15,0.36,0.33,0.31
Туман Fog,normal,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,SPICES,fall,moderate,4.06,17,0.37,0.35,0.28
Boho Chic,normal,SWEETSANDGOURMANDSMELLS,SPICES,SWEETSANDGOURMANDSMELLS,winter,moderate,4.67,3,0.4,0.32,0.28
C-Level,normal,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,WHITEFLOWERS,winter,weak,4.5,2,0.43,0.34,0.23
Grayish Veil (Дымчатая Вуаль),normal,MUSKAMBERANIMALICSMELLS,SPICES,SWEETSANDGOURMANDSMELLS,summer,moderate,3.89,9,0.34,0.34,0.33
Runaway Style,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,FLOWERS,FLOWERS,winter,weak,4,5,0.36,0.32,0.32
Sport-Casual,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,NATURALANDSYNTHETICPOPULARANDWEIRD,GREENSHERBSANDFOUGERES,summer,moderate,4.25,4,0.36,0.34,0.29
Coco Chocolat,normal,SPICES,SPICES,SWEETSANDGOURMANDSMELLS,fall,eternal,3.54,13,0.34,0.34,0.32
Lime Cassis,normal,CITRUSSMELLS,GREENSHERBSANDFOUGERES,GREENSHERBSANDFOUGERES,summer,weak,3.33,3,0.37,0.35,0.28
Pomme Peche,normal,FRUITSVEGETABLESANDNUTS,CITRUSSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,weak,4,2,0.46,0.28,0.26
Vanille Poire,normal,SPICES,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,spring,very_weak,3,4,0.35,0.34,0.31
Follow Me Ever,normal,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,FRUITSVEGETABLESANDNUTS,fall,moderate,4.43,7,0.48,0.28,0.24
Follow Me on Everywhere,normal,SPICES,FRUITSVEGETABLESANDNUTS,NATURALANDSYNTHETICPOPULARANDWEIRD,fall,long_lasting,4,8,0.43,0.29,0.27
Follow Me Side by Side,normal,SPICES,SPICES,SWEETSANDGOURMANDSMELLS,winter,long_lasting,4.33,3,0.38,0.35,0.28
Kaif Al Euter,normal,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,GREENSHERBSANDFOUGERES,fall,moderate,3.78,9,0.43,0.31,0.27
Kaif Parfum,normal,WHITEFLOWERS,CITRUSSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,long_lasting,3.62,8,0.37,0.32,0.3
Angelica Varum,normal,GREENSHERBSANDFOUGERES,WHITEFLOWERS,FLOWERS,spring,long_lasting,4.37,115,0.37,0.34,0.29
Angelica Varum Nota Serdca,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,WOODSANDMOSSES,FRUITSVEGETABLESANDNUTS,spring,eternal,4,22,0.39,0.3,0.3
Kar.ribe 03,normal,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,SWEETSANDGOURMANDSMELLS,winter,weak,4.67,3,0.4,0.31,0.29
Kar.ribe 04,normal,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,moderate,4,2,0.44,0.3,0.25
Kar.ribe 32,normal,WOODSANDMOSSES,FLOWERS,WHITEFLOWERS,summer,weak,4,1,0.4,0.3,0.3
Leaders Number One,normal,MUSKAMBERANIMALICSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,CITRUSSMELLS,summer,very_weak,2.34,47,0.47,0.3,0.23
Aristocrat,normal,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,GREENSHERBSANDFOUGERES,fall,moderate,4.25,8,0.48,0.29,0.24
Femme,normal,FLOWERS,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,winter,weak,4.67,3,0.47,0.26,0.26
Life,normal,GREENSHERBSANDFOUGERES,FRUITSVEGETABLESANDNUTS,SPICES,winter,moderate,4.25,4,0.35,0.34,0.31
Light,normal,CITRUSSMELLS,FLOWERS,WHITEFLOWERS,spring,eternal,4,1,0.42,0.31,0.27
Megapolis,normal,SPICES,CITRUSSMELLS,SPICES,winter,eternal,4.46,13,0.4,0.31,0.29
Time,normal,GREENSHERBSANDFOUGERES,NATURALANDSYNTHETICPOPULARANDWEIRD,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,weak,4.5,2,0.35,0.35,0.29
Unisex,normal,MUSKAMBERANIMALICSMELLS,FLOWERS,FRUITSVEGETABLESANDNUTS,winter,very_weak,3.5,2,0.35,0.35,0.3
World,normal,WOODSANDMOSSES,WHITEFLOWERS,FLOWERS,spring,moderate,4,4,0.4,0.3,0.3
Between The Lines,normal,WOODSANDMOSSES,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,fall,moderate,3.83,12,0.39,0.31,0.31
To My Heart,normal,WHITEFLOWERS,CITRUSSMELLS,FLOWERS,spring,weak,4,3,0.37,0.32,0.31
Parfumeur,normal,WOODSANDMOSSES,WOODSANDMOSSES,SPICES,winter,very_weak,3.25,4,0.37,0.35,0.28
Air,normal,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,SPICES,spring,moderate,4.18,22,0.41,0.31,0.28
Amulet,normal,FRUITSVEGETABLESANDNUTS,CITRUSSMELLS,SWEETSANDGOURMANDSMELLS,winter,weak,2.67,6,0.36,0.35,0.3
Glory,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,FRUITSVEGETABLESANDNUTS,CITRUSSMELLS,summer,weak,3.4,5,0.35,0.33,0.32
Fiesta (Фиеста),normal,SWEETSANDGOURMANDSMELLS,WOODSANDMOSSES,SPICES,summer,long_lasting,5,1,0.33,0.33,0.33
Monte-Cristo (Монте-Кристо),normal,FRUITSVEGETABLESANDNUTS,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,summer,weak,4,1,0.34,0.33,0.32
Season Opening (Открытие Cезона),normal,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,GREENSHERBSANDFOUGERES,spring,long_lasting,3,2,0.44,0.31,0.25
Spicy Apple (Пряное яблоко),normal,SPICES,SPICES,FRUITSVEGETABLESANDNUTS,winter,moderate,4.5,2,0.36,0.35,0.3
Tourmaline (Турмалин),normal,GREENSHERBSANDFOUGERES,WOODSANDMOSSES,SPICES,summer,weak,4,1,0.38,0.35,0.27
Earth,normal,CITRUSSMELLS,GREENSHERBSANDFOUGERES,FRUITSVEGETABLESANDNUTS,summer,long_lasting,4.14,7,0.35,0.35,0.3
Mars,normal,FRUITSVEGETABLESANDNUTS,CITRUSSMELLS,WOODSANDMOSSES,spring,moderate,3.75,4,0.35,0.34,0.31
Moon,normal,SPICES,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,moderate,3.33,9,0.38,0.34,0.28
Asile du Decadent,normal,SWEETSANDGOURMANDSMELLS,WOODSANDMOSSES,FRUITSVEGETABLESANDNUTS,fall,long_lasting,3.3,20,0.37,0.37,0.25
Droit a la Passion,normal,WHITEFLOWERS,NATURALANDSYNTHETICPOPULARANDWEIRD,WHITEFLOWERS,spring,long_lasting,3.83,12,0.41,0.3,0.3
Eau de Nonchalance,normal,GREENSHERBSANDFOUGERES,SWEETSANDGOURMANDSMELLS,FRUITSVEGETABLESANDNUTS,spring,moderate,3.76,17,0.34,0.33,0.33
Enfant Capricieux,normal,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,GREENSHERBSANDFOUGERES,spring,moderate,4.19,26,0.4,0.32,0.28
Temple du Silence,normal,MUSKAMBERANIMALICSMELLS,RESINSANDBALSAMS,CITRUSSMELLS,winter,long_lasting,4.19,31,0.43,0.3,0.28
Bombarta,normal,WOODSANDMOSSES,GREENSHERBSANDFOUGERES,MUSKAMBERANIMALICSMELLS,winter,moderate,4,2,0.39,0.34,0.26
Cafune,normal,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,FLOWERS,winter,moderate,2.5,2,0.36,0.33,0.31
Duende,normal,SPICES,RESINSANDBALSAMS,WOODSANDMOSSES,winter,moderate,5,2,0.38,0.31,0.31
Hyggelig,normal,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,spring,moderate,4,1,0.43,0.3,0.28
Mamihlapinatapai,normal,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,NATURALANDSYNTHETICPOPULARANDWEIRD,winter,eternal,5,2,0.37,0.33,0.3
Vacuum,normal,WOODSANDMOSSES,MUSKAMBERANIMALICSMELLS,GREENSHERBSANDFOUGERES,spring,moderate,4.5,2,0.42,0.34,0.23
Yamana,normal,CITRUSSMELLS,SWEETSANDGOURMANDSMELLS,GREENSHERBSANDFOUGERES,summer,long_lasting,5,3,0.49,0.27,0.24
Carskij Oud,normal,WOODSANDMOSSES,WOODSANDMOSSES,WOODSANDMOSSES,fall,long_lasting,4.08,12,0.36,0.33,0.31
Danza Armena,normal,MUSKAMBERANIMALICSMELLS,CITRUSSMELLS,SPICES,winter,moderate,4.27,15,0.49,0.28,0.24
Ladan,normal,MUSKAMBERANIMALICSMELLS,RESINSANDBALSAMS,WOODSANDMOSSES,winter,weak,3.86,14,0.39,0.34,0.27
Notti Bianche,normal,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,MUSKAMBERANIMALICSMELLS,spring,long_lasting,4.2,15,0.44,0.33,0.23
Oud 2.0,normal,MUSKAMBERANIMALICSMELLS,WOODSANDMOSSES,CITRUSSMELLS,fall,moderate,4,11,0.38,0.32,0.3
Mirra for Women,normal,NATURALANDSYNTHETICPOPULARANDWEIRD,WOODSANDMOSSES,CITRUSSMELLS,spring,weak,4.33,3,0.47,0.28,0.25
Shadow for Woman,normal,WOODSANDMOSSES,WOODSANDMOSSES,CITRUSSMELLS,summer,weak,3.5,6,0.35,0.33,0.32
Alexandrite,normal,WOODSANDMOSSES,SPICES,MUSKAMBERANIMALICSMELLS,summer,very_weak,2.67,9,0.4,0.33,0.26
Aventurine,normal,WOODSANDMOSSES,WHITEFLOWERS,SWEETSANDGOURMANDSMELLS,spring,moderate,3.3,10,0.35,0.35,0.3
Tiger Eye,normal,CITRUSSMELLS,WOODSANDMOSSES,FRUITSVEGETABLESANDNUTS,summer,weak,3.55,11,0.37,0.32,0.31
Tourmaline,normal,WHITEFLOWERS,FLOWERS,MUSKAMBERANIMALICSMELLS,summer,moderate,3.43,14,0.37,0.37,0.26
Back In Black,normal,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,SPICES,winter,weak,4,1,0.37,0.32,0.31
Dark Room,normal,SPICES,CITRUSSMELLS,SWEETSANDGOURMANDSMELLS,winter,weak,4,2,0.35,0.34,0.31
Lana La-La,normal,SWEETSANDGOURMANDSMELLS,SPICES,CITRUSSMELLS,fall,weak,4.14,7,0.4,0.33,0.27
Shushi Cute,normal,FRUITSVEGETABLESANDNUTS,SWEETSANDGOURMANDSMELLS,NATURALANDSYNTHETICPOPULARANDWEIRD,summer,weak,4,1,0.45,0.31,0.24
DUG-PA,normal,SPICES,SPICES,GREENSHERBSANDFOUGERES,fall,moderate,4,2,0.45,0.29,0.26
Fougere No. 1,normal,GREENSHERBSANDFOUGERES,GREENSHERBSANDFOUGERES,SPICES,summer,long_lasting,4.25,4,0.39,0.32,0.29
Jacinthe,normal,GREENSHERBSANDFOUGERES,FLOWERS,WHITEFLOWERS,spring,weak,4,1,0.43,0.29,0.28
